Zeit;Kanal A
-24,64749906;-1,30659400
-24,64249906;-0,93319390
-24,63749906;0,18639270
-24,63249906;0,74618600
-24,62749906;-0,74618600
-24,62249906;0,93319390
-24,61749906;1,30659400
-24,61249906;0,93319390
-24,60749906;-0,37278540
-24,60249906;1,67999500
-24,59749906;0,55979330
-24,59249906;0,93319390
-24,58749906;1,11958700
-24,58249906;1,11958700
-24,57749906;0,00000000
-24,57249906;0,00000000
-24,56749906;0,18639270
-24,56249906;-0,37278540
-24,55749906;-1,30659400
-24,55249906;-0,37278540
-24,54749906;-1,67999500
-24,54249906;-0,93319390
-24,53749906;-0,93319390
-24,53249906;-0,74618600
-24,52749906;-0,55979330
-24,52249906;0,00000000
-24,51749906;-1,30659400
-24,51249906;-0,37278540
-24,50749906;0,00000000
-24,50249906;0,74618600
-24,49749906;0,93319390
-24,49249906;1,30659400
-24,48749906;1,11958700
-24,48249906;0,74618600
-24,47749907;1,67999500
-24,47249907;1,67999500
-24,46749907;1,67999500
-24,46249907;0,18639270
-24,45749907;0,93319390
-24,45249907;1,86638800
-24,44749907;2,05339600
-24,44249907;2,05339600
-24,43749907;2,05339600
-24,43249907;2,05339600
-24,42749907;1,11958700
-24,42249907;1,86638800
-24,41749907;2,42679600
-24,41249907;2,05339600
-24,40749907;2,80019700
-24,40249907;2,80019700
-24,39749907;2,23978800
-24,39249907;2,98658900
-24,38749907;2,80019700
-24,38249907;4,29379900
-24,37749907;3,35999000
-24,37249907;4,29379900
-24,36749907;2,98658900
-24,36249907;3,54699800
-24,35749907;4,29379900
-24,35249907;3,35999000
-24,34749907;2,98658900
-24,34249907;3,73339100
-24,33749907;3,54699800
-24,33249907;3,73339100
-24,32749907;3,17359700
-24,32249907;3,73339100
-24,31749907;3,17359700
-24,31249907;2,98658900
-24,30749907;2,23978800
-24,30249907;2,80019700
-24,29749907;3,17359700
-24,29249907;1,11958700
-24,28749907;2,42679600
-24,28249907;2,80019700
-24,27749907;2,61318900
-24,27249907;2,98658900
-24,26749907;2,80019700
-24,26249907;3,92039800
-24,25749907;3,35999000
-24,25249907;3,35999000
-24,24749907;3,73339100
-24,24249907;4,29379900
-24,23749907;3,92039800
-24,23249907;4,10679100
-24,22749907;3,92039800
-24,22249907;3,92039800
-24,21749907;3,92039800
-24,21249907;3,35999000
-24,20749907;3,73339100
-24,20249907;4,48019200
-24,19749907;3,73339100
-24,19249907;3,92039800
-24,18749907;3,73339100
-24,18249907;2,23978800
-24,17749907;0,55979330
-24,17249907;3,35999000
-24,16749907;2,98658900
-24,16249907;2,98658900
-24,15749907;2,42679600
-24,15249907;2,98658900
-24,14749907;3,17359700
-24,14249907;2,80019700
-24,13749907;2,42679600
-24,13249907;2,23978800
-24,12749907;2,80019700
-24,12249907;1,49298700
-24,11749907;2,05339600
-24,11249907;1,86638800
-24,10749907;1,67999500
-24,10249907;1,86638800
-24,09749907;1,49298700
-24,09249907;1,49298700
-24,08749907;1,86638800
-24,08249908;1,67999500
-24,07749908;1,67999500
-24,07249908;0,37278540
-24,06749908;1,11958700
-24,06249908;0,74618600
-24,05749908;0,18639270
-24,05249908;0,55979330
-24,04749908;0,00000000
-24,04249908;0,18639270
-24,03749908;0,18639270
-24,03249908;-1,11958700
-24,02749908;0,18639270
-24,02249908;0,18639270
-24,01749908;0,55979330
-24,01249908;0,55979330
-24,00749908;0,74618600
-24,00249908;0,18639270
-23,99749908;0,37278540
-23,99249908;0,74618600
-23,98749908;0,37278540
-23,98249908;0,18639270
-23,97749908;-0,55979330
-23,97249908;0,18639270
-23,96749908;-0,37278540
-23,96249908;0,37278540
-23,95749908;0,18639270
-23,95249908;0,18639270
-23,94749908;0,37278540
-23,94249908;0,74618600
-23,93749908;0,18639270
-23,93249908;0,37278540
-23,92749908;0,93319390
-23,92249908;0,55979330
-23,91749908;0,74618600
-23,91249908;0,18639270
-23,90749908;-0,37278540
-23,90249908;-0,18639270
-23,89749908;0,18639270
-23,89249908;-0,18639270
-23,88749908;-0,37278540
-23,88249908;-0,37278540
-23,87749908;-0,37278540
-23,87249908;-0,37278540
-23,86749908;-0,74618600
-23,86249908;-0,37278540
-23,85749908;-0,55979330
-23,85249908;-0,55979330
-23,84749908;-0,37278540
-23,84249908;0,00000000
-23,83749908;-0,74618600
-23,83249908;-0,37278540
-23,82749908;-0,74618600
-23,82249908;-0,74618600
-23,81749908;-0,74618600
-23,81249908;-0,55979330
-23,80749908;-0,74618600
-23,80249908;-0,93319390
-23,79749908;-1,11958700
-23,79249908;-1,11958700
-23,78749908;-1,11958700
-23,78249908;-1,11958700
-23,77749908;-1,30659400
-23,77249908;-1,49298700
-23,76749908;-1,49298700
-23,76249908;-0,93319390
-23,75749908;-1,86638800
-23,75249908;-1,49298700
-23,74749908;-1,67999500
-23,74249908;-1,67999500
-23,73749908;-1,49298700
-23,73249908;-1,49298700
-23,72749908;-1,11958700
-23,72249908;-1,11958700
-23,71749908;-1,11958700
-23,71249908;-1,67999500
-23,70749908;-1,67999500
-23,70249908;-1,11958700
-23,69749908;-1,30659400
-23,69249908;-0,74618600
-23,68749909;-1,67999500
-23,68249909;-1,67999500
-23,67749909;-1,67999500
-23,67249909;-1,30659400
-23,66749909;-1,86638800
-23,66249909;-2,05339600
-23,65749909;-2,05339600
-23,65249909;-2,05339600
-23,64749909;-2,42679600
-23,64249909;-2,05339600
-23,63749909;-2,23978800
-23,63249909;-2,05339600
-23,62749909;-2,05339600
-23,62249909;-2,42679600
-23,61749909;-2,05339600
-23,61249909;-2,98658900
-23,60749909;-2,61318900
-23,60249909;-2,42679600
-23,59749909;-2,61318900
-23,59249909;-2,42679600
-23,58749909;-2,23978800
-23,58249909;-2,61318900
-23,57749909;-1,86638800
-23,57249909;-2,61318900
-23,56749909;-2,61318900
-23,56249909;-3,35999000
-23,55749909;-2,61318900
-23,55249909;-2,61318900
-23,54749909;-3,17359700
-23,54249909;-2,80019700
-23,53749909;-2,23978800
-23,53249909;-2,98658900
-23,52749909;-3,17359700
-23,52249909;-2,23978800
-23,51749909;-2,61318900
-23,51249909;-3,54699800
-23,50749909;-3,35999000
-23,50249909;-2,61318900
-23,49749909;-4,10679100
-23,49249909;-2,61318900
-23,48749909;-2,61318900
-23,48249909;-2,42679600
-23,47749909;-2,61318900
-23,47249909;-2,05339600
-23,46749909;-2,61318900
-23,46249909;-1,86638800
-23,45749909;-1,49298700
-23,45249909;-2,80019700
-23,44749909;-2,42679600
-23,44249909;-3,17359700
-23,43749909;-1,86638800
-23,43249909;-2,05339600
-23,42749909;-2,23978800
-23,42249909;-1,49298700
-23,41749909;-2,05339600
-23,41249909;-2,23978800
-23,40749909;-2,23978800
-23,40249909;-2,23978800
-23,39749909;-1,67999500
-23,39249909;-2,42679600
-23,38749909;-2,80019700
-23,38249909;-2,23978800
-23,37749909;-1,86638800
-23,37249909;-2,42679600
-23,36749909;-2,23978800
-23,36249909;-0,93319390
-23,35749909;-1,49298700
-23,35249909;-2,05339600
-23,34749909;-1,11958700
-23,34249909;-1,30659400
-23,33749909;-0,18639270
-23,33249909;0,18639270
-23,32749909;0,00000000
-23,32249909;1,11958700
-23,31749909;0,93319390
-23,31249909;0,55979330
-23,30749909;0,93319390
-23,30249909;0,55979330
-23,29749909;0,55979330
-23,29249910;0,18639270
-23,28749910;0,93319390
-23,28249910;0,00000000
-23,27749910;-0,37278540
-23,27249910;0,18639270
-23,26749910;-0,55979330
-23,26249910;-1,30659400
-23,25749910;-0,37278540
-23,25249910;-0,37278540
-23,24749910;-0,74618600
-23,24249910;-1,30659400
-23,23749910;-1,11958700
-23,23249910;-0,37278540
-23,22749910;-0,74618600
-23,22249910;0,93319390
-23,21749910;0,18639270
-23,21249910;0,00000000
-23,20749910;0,93319390
-23,20249910;1,49298700
-23,19749910;1,86638800
-23,19249910;2,42679600
-23,18749910;1,67999500
-23,18249910;2,80019700
-23,17749910;2,98658900
-23,17249910;1,49298700
-23,16749910;2,42679600
-23,16249910;1,86638800
-23,15749910;1,86638800
-23,15249910;1,86638800
-23,14749910;2,05339600
-23,14249910;1,86638800
-23,13749910;1,67999500
-23,13249910;2,23978800
-23,12749910;1,86638800
-23,12249910;1,86638800
-23,11749910;1,30659400
-23,11249910;2,23978800
-23,10749910;2,98658900
-23,10249910;1,11958700
-23,09749910;2,80019700
-23,09249910;2,98658900
-23,08749910;3,92039800
-23,08249910;2,98658900
-23,07749910;3,73339100
-23,07249910;3,35999000
-23,06749910;4,10679100
-23,06249910;4,29379900
-23,05749910;3,73339100
-23,05249910;4,10679100
-23,04749910;2,98658900
-23,04249910;3,92039800
-23,03749910;2,98658900
-23,03249910;2,98658900
-23,02749910;4,66720000
-23,02249910;2,98658900
-23,01749910;2,61318900
-23,01249910;3,54699800
-23,00749910;2,42679600
-23,00249910;2,61318900
-22,99749910;2,80019700
-22,99249910;2,61318900
-22,98749910;2,98658900
-22,98249910;3,54699800
-22,97749910;2,61318900
-22,97249910;2,98658900
-22,96749910;3,17359700
-22,96249910;2,98658900
-22,95749910;3,35999000
-22,95249910;4,29379900
-22,94749910;2,80019700
-22,94249910;3,35999000
-22,93749910;3,35999000
-22,93249910;5,22699300
-22,92749910;3,35999000
-22,92249910;3,54699800
-22,91749910;3,73339100
-22,91249910;2,98658900
-22,90749910;2,61318900
-22,90249910;2,05339600
-22,89749910;2,42679600
-22,89249911;2,05339600
-22,88749911;2,42679600
-22,88249911;2,23978800
-22,87749911;1,67999500
-22,87249911;1,49298700
-22,86749911;2,05339600
-22,86249911;2,05339600
-22,85749911;2,42679600
-22,85249911;2,42679600
-22,84749911;3,35999000
-22,84249911;1,11958700
-22,83749911;2,80019700
-22,83249911;1,86638800
-22,82749911;2,80019700
-22,82249911;2,05339600
-22,81749911;2,05339600
-22,81249911;2,05339600
-22,80749911;1,30659400
-22,80249911;0,93319390
-22,79749911;1,49298700
-22,79249911;0,55979330
-22,78749911;0,55979330
-22,78249911;0,74618600
-22,77749911;-0,74618600
-22,77249911;0,00000000
-22,76749911;-0,18639270
-22,76249911;0,37278540
-22,75749911;0,74618600
-22,75249911;-0,18639270
-22,74749911;0,00000000
-22,74249911;0,55979330
-22,73749911;-0,74618600
-22,73249911;0,18639270
-22,72749911;0,74618600
-22,72249911;-0,37278540
-22,71749911;0,74618600
-22,71249911;0,55979330
-22,70749911;-0,37278540
-22,70249911;0,55979330
-22,69749911;0,18639270
-22,69249911;0,74618600
-22,68749911;0,37278540
-22,68249911;0,55979330
-22,67749911;0,74618600
-22,67249911;-0,37278540
-22,66749911;-0,18639270
-22,66249911;0,74618600
-22,65749911;-0,37278540
-22,65249911;0,00000000
-22,64749911;0,18639270
-22,64249911;0,00000000
-22,63749911;-0,55979330
-22,63249911;-0,18639270
-22,62749911;0,18639270
-22,62249911;0,93319390
-22,61749911;-0,37278540
-22,61249911;-0,93319390
-22,60749911;-0,55979330
-22,60249911;0,18639270
-22,59749911;-0,37278540
-22,59249911;2,42679600
-22,58749911;0,00000000
-22,58249911;-0,37278540
-22,57749911;0,00000000
-22,57249911;-0,18639270
-22,56749911;-0,74618600
-22,56249911;-0,37278540
-22,55749911;0,00000000
-22,55249911;-0,74618600
-22,54749911;-0,93319390
-22,54249911;-1,30659400
-22,53749911;-2,98658900
-22,53249911;-1,49298700
-22,52749911;-1,49298700
-22,52249911;-2,61318900
-22,51749911;-0,74618600
-22,51249911;-0,74618600
-22,50749911;-1,49298700
-22,50249911;-0,74618600
-22,49749912;-1,86638800
-22,49249912;-1,11958700
-22,48749912;-1,67999500
-22,48249912;-1,30659400
-22,47749912;-1,30659400
-22,47249912;-1,67999500
-22,46749912;-1,67999500
-22,46249912;-1,30659400
-22,45749912;-0,55979330
-22,45249912;-0,55979330
-22,44749912;-1,86638800
-22,44249912;-1,30659400
-22,43749912;-1,67999500
-22,43249912;-1,30659400
-22,42749912;-1,30659400
-22,42249912;0,18639270
-22,41749912;-0,93319390
-22,41249912;-1,67999500
-22,40749912;-1,67999500
-22,40249912;-2,05339600
-22,39749912;-1,30659400
-22,39249912;-1,67999500
-22,38749912;-2,05339600
-22,38249912;-1,67999500
-22,37749912;-1,67999500
-22,37249912;-1,30659400
-22,36749912;-1,11958700
-22,36249912;-2,05339600
-22,35749912;-1,86638800
-22,35249912;-1,30659400
-22,34749912;-1,67999500
-22,34249912;-2,23978800
-22,33749912;-2,05339600
-22,33249912;-2,05339600
-22,32749912;-1,67999500
-22,32249912;-2,05339600
-22,31749912;-2,42679600
-22,31249912;-1,67999500
-22,30749912;-2,98658900
-22,30249912;-2,42679600
-22,29749912;-2,61318900
-22,29249912;-2,61318900
-22,28749912;-3,54699800
-22,28249912;-2,61318900
-22,27749912;-3,17359700
-22,27249912;-3,54699800
-22,26749912;-2,61318900
-22,26249912;-3,17359700
-22,25749912;-2,98658900
-22,25249912;-1,30659400
-22,24749912;-3,54699800
-22,24249912;-2,98658900
-22,23749912;-2,80019700
-22,23249912;-3,35999000
-22,22749912;-2,42679600
-22,22249912;-2,98658900
-22,21749912;-2,61318900
-22,21249912;-2,80019700
-22,20749912;-2,61318900
-22,20249912;-2,98658900
-22,19749912;-2,23978800
-22,19249912;-2,61318900
-22,18749912;-2,61318900
-22,18249912;-2,61318900
-22,17749912;-1,86638800
-22,17249912;-2,23978800
-22,16749912;-2,61318900
-22,16249912;-3,92039800
-22,15749912;-2,05339600
-22,15249912;-1,49298700
-22,14749912;-2,61318900
-22,14249912;-2,23978800
-22,13749912;-2,05339600
-22,13249912;-2,05339600
-22,12749912;-2,05339600
-22,12249912;-2,05339600
-22,11749912;-2,05339600
-22,11249912;-1,86638800
-22,10749912;-2,98658900
-22,10249913;-2,23978800
-22,09749913;-2,05339600
-22,09249913;-1,67999500
-22,08749913;-2,05339600
-22,08249913;-2,05339600
-22,07749913;-2,80019700
-22,07249913;-1,49298700
-22,06749913;-0,74618600
-22,06249913;-1,11958700
-22,05749913;-0,37278540
-22,05249913;-0,18639270
-22,04749913;0,18639270
-22,04249913;0,00000000
-22,03749913;0,93319390
-22,03249913;0,74618600
-22,02749913;2,42679600
-22,02249913;0,37278540
-22,01749913;0,93319390
-22,01249913;1,11958700
-22,00749913;0,55979330
-22,00249913;0,00000000
-21,99749913;0,18639270
-21,99249913;1,86638800
-21,98749913;-0,55979330
-21,98249913;0,55979330
-21,97749913;-0,93319390
-21,97249913;-0,55979330
-21,96749913;-0,74618600
-21,96249913;-0,18639270
-21,95749913;-0,74618600
-21,95249913;-0,74618600
-21,94749913;-0,74618600
-21,94249913;-0,37278540
-21,93749913;0,00000000
-21,93249913;0,18639270
-21,92749913;0,55979330
-21,92249913;0,93319390
-21,91749913;1,11958700
-21,91249913;1,86638800
-21,90749913;-0,37278540
-21,90249913;2,05339600
-21,89749913;2,05339600
-21,89249913;2,05339600
-21,88749913;1,86638800
-21,88249913;1,30659400
-21,87749913;2,23978800
-21,87249913;1,86638800
-21,86749913;2,42679600
-21,86249913;1,86638800
-21,85749913;2,05339600
-21,85249913;2,80019700
-21,84749913;2,23978800
-21,84249913;2,42679600
-21,83749913;2,80019700
-21,83249913;2,05339600
-21,82749913;1,86638800
-21,82249913;3,54699800
-21,81749913;3,35999000
-21,81249913;2,42679600
-21,80749913;3,54699800
-21,80249913;3,54699800
-21,79749913;4,10679100
-21,79249913;4,10679100
-21,78749913;3,73339100
-21,78249913;3,92039800
-21,77749913;3,54699800
-21,77249913;3,35999000
-21,76749913;3,73339100
-21,76249913;4,10679100
-21,75749913;3,17359700
-21,75249913;3,17359700
-21,74749913;2,98658900
-21,74249913;3,92039800
-21,73749913;1,49298700
-21,73249913;4,29379900
-21,72749913;3,17359700
-21,72249913;3,73339100
-21,71749913;3,35999000
-21,71249913;3,35999000
-21,70749914;2,80019700
-21,70249914;3,73339100
-21,69749914;3,54699800
-21,69249914;2,98658900
-21,68749914;3,35999000
-21,68249914;3,35999000
-21,67749914;2,98658900
-21,67249914;3,54699800
-21,66749914;4,29379900
-21,66249914;4,29379900
-21,65749914;2,98658900
-21,65249914;5,04060000
-21,64749914;3,73339100
-21,64249914;2,98658900
-21,63749914;3,73339100
-21,63249914;3,73339100
-21,62749914;3,73339100
-21,62249914;3,35999000
-21,61749914;3,35999000
-21,61249914;3,35999000
-21,60749914;2,98658900
-21,60249914;2,42679600
-21,59749914;2,98658900
-21,59249914;2,61318900
-21,58749914;3,35999000
-21,58249914;2,42679600
-21,57749914;2,42679600
-21,57249914;3,35999000
-21,56749914;2,98658900
-21,56249914;3,35999000
-21,55749914;2,98658900
-21,55249914;2,80019700
-21,54749914;2,80019700
-21,54249914;3,17359700
-21,53749914;2,80019700
-21,53249914;2,42679600
-21,52749914;1,86638800
-21,52249914;1,86638800
-21,51749914;1,86638800
-21,51249914;1,49298700
-21,50749914;0,74618600
-21,50249914;1,11958700
-21,49749914;0,18639270
-21,49249914;0,00000000
-21,48749914;-0,74618600
-21,48249914;-0,18639270
-21,47749914;0,00000000
-21,47249914;-0,18639270
-21,46749914;0,55979330
-21,46249914;-0,37278540
-21,45749914;0,55979330
-21,45249914;0,18639270
-21,44749914;0,37278540
-21,44249914;0,18639270
-21,43749914;0,55979330
-21,43249914;0,93319390
-21,42749914;0,55979330
-21,42249914;1,11958700
-21,41749914;0,55979330
-21,41249914;0,93319390
-21,40749914;0,74618600
-21,40249914;0,55979330
-21,39749914;0,93319390
-21,39249914;0,55979330
-21,38749914;0,18639270
-21,38249914;0,18639270
-21,37749914;0,55979330
-21,37249914;0,55979330
-21,36749914;-0,18639270
-21,36249914;-0,18639270
-21,35749914;0,00000000
-21,35249914;0,00000000
-21,34749914;0,18639270
-21,34249914;0,00000000
-21,33749914;-0,18639270
-21,33249914;0,55979330
-21,32749914;-0,74618600
-21,32249914;-0,37278540
-21,31749914;0,74618600
-21,31249915;0,18639270
-21,30749915;-0,74618600
-21,30249915;-0,37278540
-21,29749915;-0,74618600
-21,29249915;-0,74618600
-21,28749915;-0,74618600
-21,28249915;-0,74618600
-21,27749915;-0,55979330
-21,27249915;-1,30659400
-21,26749915;-1,11958700
-21,26249915;-1,67999500
-21,25749915;-0,74618600
-21,25249915;-1,11958700
-21,24749915;-1,11958700
-21,24249915;-1,11958700
-21,23749915;-2,23978800
-21,23249915;-1,49298700
-21,22749915;-1,67999500
-21,22249915;-1,11958700
-21,21749915;-1,67999500
-21,21249915;-1,67999500
-21,20749915;-0,55979330
-21,20249915;-1,30659400
-21,19749915;-1,49298700
-21,19249915;-1,86638800
-21,18749915;-1,67999500
-21,18249915;-1,49298700
-21,17749915;-1,11958700
-21,17249915;-1,67999500
-21,16749915;-1,30659400
-21,16249915;-1,67999500
-21,15749915;-1,30659400
-21,15249915;-1,49298700
-21,14749915;-0,37278540
-21,14249915;-1,30659400
-21,13749915;-1,11958700
-21,13249915;-0,74618600
-21,12749915;-2,23978800
-21,12249915;-1,67999500
-21,11749915;-2,05339600
-21,11249915;-1,11958700
-21,10749915;-2,05339600
-21,10249915;-1,67999500
-21,09749915;-0,74618600
-21,09249915;-1,30659400
-21,08749915;-2,23978800
-21,08249915;-2,05339600
-21,07749915;-2,42679600
-21,07249915;-2,61318900
-21,06749915;-2,61318900
-21,06249915;-2,61318900
-21,05749915;-2,42679600
-21,05249915;-2,23978800
-21,04749915;-2,80019700
-21,04249915;-2,23978800
-21,03749915;-2,23978800
-21,03249915;-2,80019700
-21,02749915;-2,80019700
-21,02249915;-3,35999000
-21,01749915;-3,35999000
-21,01249915;-3,73339100
-21,00749915;-2,98658900
-21,00249915;-3,17359700
-20,99749915;-3,54699800
-20,99249915;-2,98658900
-20,98749915;-3,17359700
-20,98249915;-2,61318900
-20,97749915;-2,23978800
-20,97249915;-3,54699800
-20,96749915;-2,80019700
-20,96249915;-2,98658900
-20,95749915;-3,17359700
-20,95249915;-3,17359700
-20,94749915;-2,61318900
-20,94249915;-2,98658900
-20,93749915;-3,17359700
-20,93249915;-2,61318900
-20,92749915;-3,17359700
-20,92249915;-2,42679600
-20,91749916;-2,61318900
-20,91249916;-2,80019700
-20,90749916;-2,61318900
-20,90249916;-3,92039800
-20,89749916;-2,80019700
-20,89249916;-2,98658900
-20,88749916;-2,61318900
-20,88249916;-2,98658900
-20,87749916;-2,80019700
-20,87249916;-2,61318900
-20,86749916;-3,17359700
-20,86249916;-2,42679600
-20,85749916;-2,42679600
-20,85249916;-2,23978800
-20,84749916;-2,61318900
-20,84249916;-2,80019700
-20,83749916;-1,86638800
-20,83249916;-2,42679600
-20,82749916;-2,42679600
-20,82249916;-2,42679600
-20,81749916;-2,98658900
-20,81249916;-2,61318900
-20,80749916;-1,67999500
-20,80249916;-1,86638800
-20,79749916;-2,05339600
-20,79249916;-2,23978800
-20,78749916;-2,23978800
-20,78249916;-1,30659400
-20,77749916;-1,11958700
-20,77249916;-0,74618600
-20,76749916;-0,55979330
-20,76249916;-0,37278540
-20,75749916;0,00000000
-20,75249916;0,55979330
-20,74749916;0,37278540
-20,74249916;0,93319390
-20,73749916;1,49298700
-20,73249916;0,93319390
-20,72749916;0,55979330
-20,72249916;1,11958700
-20,71749916;0,55979330
-20,71249916;0,00000000
-20,70749916;-0,18639270
-20,70249916;-0,55979330
-20,69749916;-0,93319390
-20,69249916;-0,74618600
-20,68749916;-0,93319390
-20,68249916;-0,55979330
-20,67749916;-0,93319390
-20,67249916;-0,74618600
-20,66749916;-0,74618600
-20,66249916;-0,37278540
-20,65749916;-0,37278540
-20,65249916;0,18639270
-20,64749916;0,37278540
-20,64249916;0,37278540
-20,63749916;0,55979330
-20,63249916;1,49298700
-20,62749916;1,30659400
-20,62249916;-0,18639270
-20,61749916;1,67999500
-20,61249916;1,86638800
-20,60749916;1,67999500
-20,60249916;1,86638800
-20,59749916;2,05339600
-20,59249916;1,67999500
-20,58749916;1,86638800
-20,58249916;1,86638800
-20,57749916;2,05339600
-20,57249916;1,67999500
-20,56749916;1,30659400
-20,56249916;1,30659400
-20,55749916;2,05339600
-20,55249916;1,86638800
-20,54749916;1,86638800
-20,54249916;2,05339600
-20,53749916;2,42679600
-20,53249916;2,05339600
-20,52749916;2,98658900
-20,52249916;3,92039800
-20,51749917;3,17359700
-20,51249917;3,54699800
-20,50749917;3,92039800
-20,50249917;3,73339100
-20,49749917;4,66720000
-20,49249917;4,48019200
-20,48749917;3,35999000
-20,48249917;3,35999000
-20,47749917;4,48019200
-20,47249917;3,92039800
-20,46749917;2,80019700
-20,46249917;4,66720000
-20,45749917;3,35999000
-20,45249917;2,05339600
-20,44749917;3,35999000
-20,44249917;2,98658900
-20,43749917;2,98658900
-20,43249917;2,80019700
-20,42749917;2,23978800
-20,42249917;2,42679600
-20,41749917;2,98658900
-20,41249917;2,98658900
-20,40749917;2,98658900
-20,40249917;2,80019700
-20,39749917;2,05339600
-20,39249917;3,54699800
-20,38749917;3,73339100
-20,38249917;3,73339100
-20,37749917;3,92039800
-20,37249917;3,92039800
-20,36749917;3,54699800
-20,36249917;3,92039800
-20,35749917;3,73339100
-20,35249917;4,10679100
-20,34749917;3,92039800
-20,34249917;3,73339100
-20,33749917;2,98658900
-20,33249917;3,54699800
-20,32749917;2,98658900
-20,32249917;2,80019700
-20,31749917;2,98658900
-20,31249917;2,98658900
-20,30749917;4,29379900
-20,30249917;3,54699800
-20,29749917;2,42679600
-20,29249917;2,80019700
-20,28749917;3,73339100
-20,28249917;0,37278540
-20,27749917;4,29379900
-20,27249917;2,05339600
-20,26749917;3,73339100
-20,26249917;2,98658900
-20,25749917;2,98658900
-20,25249917;2,42679600
-20,24749917;2,61318900
-20,24249917;2,98658900
-20,23749917;2,05339600
-20,23249917;1,86638800
-20,22749917;-0,18639270
-20,22249917;0,93319390
-20,21749917;1,86638800
-20,21249917;1,11958700
-20,20749917;0,74618600
-20,20249917;0,00000000
-20,19749917;0,18639270
-20,19249917;0,74618600
-20,18749917;-0,37278540
-20,18249917;-0,37278540
-20,17749917;0,18639270
-20,17249917;0,37278540
-20,16749917;0,18639270
-20,16249917;0,55979330
-20,15749917;0,00000000
-20,15249917;1,11958700
-20,14749917;0,93319390
-20,14249917;0,55979330
-20,13749917;0,55979330
-20,13249917;0,74618600
-20,12749917;0,93319390
-20,12249918;0,55979330
-20,11749918;0,74618600
-20,11249918;2,05339600
-20,10749918;0,18639270
-20,10249918;0,74618600
-20,09749918;0,18639270
-20,09249918;0,18639270
-20,08749918;0,18639270
-20,08249918;0,00000000
-20,07749918;0,74618600
-20,07249918;0,55979330
-20,06749918;0,55979330
-20,06249918;-0,37278540
-20,05749918;-0,55979330
-20,05249918;0,93319390
-20,04749918;0,18639270
-20,04249918;0,18639270
-20,03749918;-0,37278540
-20,03249918;0,93319390
-20,02749918;0,00000000
-20,02249918;0,55979330
-20,01749918;-1,30659400
-20,01249918;0,00000000
-20,00749918;-0,55979330
-20,00249918;-0,74618600
-19,99749918;-0,74618600
-19,99249918;-0,55979330
-19,98749918;-1,30659400
-19,98249918;-1,11958700
-19,97749918;-0,37278540
-19,97249918;-0,55979330
-19,96749918;0,18639270
-19,96249918;-0,74618600
-19,95749918;-0,93319390
-19,95249918;-1,30659400
-19,94749918;-1,30659400
-19,94249918;2,05339600
-19,93749918;-1,49298700
-19,93249918;-0,93319390
-19,92749918;-0,74618600
-19,92249918;-1,11958700
-19,91749918;-1,67999500
-19,91249918;-0,74618600
-19,90749918;-0,93319390
-19,90249918;-2,05339600
-19,89749918;-0,74618600
-19,89249918;-1,49298700
-19,88749918;-4,48019200
-19,88249918;-0,93319390
-19,87749918;-1,30659400
-19,87249918;-1,30659400
-19,86749918;-0,93319390
-19,86249918;-1,11958700
-19,85749918;-1,11958700
-19,85249918;-1,30659400
-19,84749918;-1,30659400
-19,84249918;-1,11958700
-19,83749918;-1,11958700
